Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1650,AG,6,1,0,0,1,0,0,0,0,0
BA1650,AG,6,1,50,1,2,0,0,0,0,0
BA1650,AG,6,1,51,2,6,0,0,0,0,0
BA1650,AG,6,1,2843,6,8,2,0,1,0,0
BA1650,AG,6,1,2853,8,9,0,0,0,0,0
BA1650,AG,6,1,2863,9,10,0,0,0,0,0
BA1650,AG,6,1,2865,10,0,0,0,0,0,1
BA1650,AG,6,1,2913,10,2,0,0,0,0,0
BA1650,AG,6,1,2914,2,6,0,0,0,0,0
BA1650,AG,6,1,3511,6,0,0,1,0,0,0
BA1650,AG,6,1,3522,6,0,0,0,0,1,0
BA1650,AG,6,1,3556,6,0,0,1,0,0,0
BA1650,AG,6,1,3569,6,0,0,0,0,1,0
BA1650,AG,6,1,3597,6,0,0,1,0,0,0
BA1650,AG,6,1,3601,6,0,0,0,0,1,0
BA1650,AG,6,1,3643,6,0,0,1,0,0,0
BA1650,AG,6,1,3653,6,0,0,0,0,1,0
BA1650,AG,6,1,3903,6,8,2,0,1,0,0
BA1650,AG,6,1,3913,8,9,0,0,0,0,0
BA1650,AG,6,1,3914,9,0,0,0,0,0,1
BA1650,AG,6,1,3923,9,10,0,0,1,0,0
BA1650,AG,6,1,3925,10,0,0,0,0,0,1
BA1650,AG,6,1,3973,10,2,0,0,0,0,0
BA1650,AG,6,1,3974,2,6,0,0,0,0,0
BA1650,AG,6,1,4127,6,0,0,1,0,0,0
BA1650,AG,6,1,4139,6,0,0,0,0,1,0
BA1650,AG,6,1,4252,6,8,2,0,1,0,0
BA1650,AG,6,1,4262,8,9,0,0,0,0,0
BA1650,AG,6,1,4269,9,0,0,0,0,0,1
BA1650,AG,6,1,4272,9,10,0,0,0,0,0
BA1650,AG,6,1,4322,10,2,0,0,0,0,0
BA1650,AG,6,1,4323,2,3,0,0,0,0,0
BA1650,AG,6,1,4416,3,5,1,1,0,0,0
BA1650,AG,6,1,4426,5,9,0,0,0,0,0
BA1650,AG,6,1,4433,9,0,0,0,0,1,0
BA1650,AG,6,1,4436,9,10,0,0,0,0,0
BA1650,AG,6,1,4486,10,2,0,0,0,0,0
BA1650,AG,6,1,4487,2,6,0,0,0,0,0
BA1650,AG,6,1,4791,6,8,2,0,1,0,0
BA1650,AG,6,1,4801,8,9,0,0,0,0,0
BA1650,AG,6,1,4808,9,0,0,0,0,0,1
BA1650,AG,6,1,4811,9,10,0,0,0,0,0
BA1650,AG,6,1,4861,10,2,0,0,0,0,0
BA1650,AG,6,1,4862,2,6,0,0,0,0,0
BA1650,AG,6,1,5240,6,0,0,1,0,0,0
BA1650,AG,6,1,5242,6,0,0,0,0,1,0
BA1650,AG,6,1,5414,6,8,2,0,1,0,0
BA1650,AG,6,1,5424,8,9,0,0,0,0,0
BA1650,AG,6,1,5431,9,0,0,0,0,0,1
BA1650,AG,6,1,5434,9,10,0,0,0,0,0
BA1650,AG,6,1,5484,10,2,0,0,0,0,0
BA1650,AG,6,1,5485,2,3,0,0,0,0,0
BA1650,AG,6,1,5568,3,5,1,1,0,0,0
BA1650,AG,6,1,5578,5,9,0,0,0,0,0
BA1650,AG,6,1,5586,9,0,0,0,0,1,0
BA1650,AG,6,1,5588,9,10,0,0,0,0,0
BA1650,AG,6,1,5638,10,2,0,0,0,0,0
BA1650,AG,6,1,5639,2,6,0,0,0,0,0
BA1650,AG,6,1,6195,6,0,0,1,0,0,0
BA1650,AG,6,1,6208,6,0,0,0,0,1,0
BA1650,AG,6,1,6478,6,0,0,1,0,0,0
BA1650,AG,6,1,6504,6,0,0,0,0,1,0
BA1650,AG,6,1,7016,6,0,0,1,0,0,0
BA1650,AG,6,1,7024,6,0,0,0,0,1,0
BA1650,AG,6,1,7577,6,8,2,0,1,0,0
BA1650,AG,6,1,7587,8,9,0,0,0,0,0
BA1650,AG,6,1,7589,9,0,0,0,0,0,1
BA1650,AG,6,1,7597,9,10,0,0,0,0,0
BA1650,AG,6,1,7647,10,2,0,0,0,0,0
BA1650,AG,6,1,7648,2,6,0,0,0,0,0
BA1650,AG,6,1,7760,6,0,0,1,0,0,0
BA1650,AG,6,1,7782,6,0,0,0,0,1,0
BA1650,AG,6,1,7835,6,0,0,1,0,0,0
BA1650,AG,6,1,7843,6,0,0,0,0,1,0
BA1650,AG,6,1,8009,6,8,2,0,1,0,0
BA1650,AG,6,1,8019,8,9,0,0,0,0,0
BA1650,AG,6,1,8029,9,10,0,0,0,0,1
BA1650,AG,6,1,8079,10,2,0,0,0,0,0
BA1650,AG,6,1,8080,2,3,0,0,0,0,0
BA1650,AG,6,1,8336,3,5,1,1,0,0,0
BA1650,AG,6,1,8346,5,9,0,0,0,0,0
BA1650,AG,6,1,8353,9,0,0,0,0,1,0
BA1650,AG,6,1,8356,9,10,0,0,0,0,0
BA1650,AG,6,1,8406,10,2,0,0,0,0,0
BA1650,AG,6,1,8407,2,3,0,0,0,0,0
BA1650,AG,6,1,8545,3,5,1,1,0,0,0
BA1650,AG,6,1,8555,5,9,0,0,0,0,0
BA1650,AG,6,1,8559,9,0,0,0,0,1,0
BA1650,AG,6,1,8565,9,-1,0,0,0,0,0
