Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1652,BL,7,1,0,0,1,0,0,0,0,0
BA1652,BL,7,1,50,1,2,0,0,0,0,0
BA1652,BL,7,1,51,2,3,0,0,0,0,0
BA1652,BL,7,1,517,3,5,1,1,0,0,0
BA1652,BL,7,1,527,5,4,0,0,0,0,0
BA1652,BL,7,1,536,4,0,0,0,0,1,0
BA1652,BL,7,1,602,4,5,1,1,0,0,0
BA1652,BL,7,1,612,5,9,0,0,0,0,0
BA1652,BL,7,1,619,9,0,0,0,0,1,0
BA1652,BL,7,1,622,9,10,0,0,0,0,0
BA1652,BL,7,1,697,10,2,0,0,0,0,0
BA1652,BL,7,1,698,2,6,0,0,0,0,0
BA1652,BL,7,1,825,6,8,2,0,1,0,0
BA1652,BL,7,1,835,8,7,0,0,0,0,0
BA1652,BL,7,1,854,7,0,0,0,0,0,1
BA1652,BL,7,1,1068,7,0,0,1,0,0,0
BA1652,BL,7,1,1105,7,0,0,0,0,1,0
BA1652,BL,7,1,1153,7,0,0,1,0,0,0
BA1652,BL,7,1,1174,7,0,0,0,0,1,0
BA1652,BL,7,1,1218,7,8,2,0,1,0,0
BA1652,BL,7,1,1228,8,9,0,0,0,0,0
BA1652,BL,7,1,1238,9,10,0,0,0,0,1
BA1652,BL,7,1,1313,10,2,0,0,0,0,0
BA1652,BL,7,1,1314,2,6,0,0,0,0,0
BA1652,BL,7,1,1338,6,8,2,0,1,0,0
BA1652,BL,7,1,1348,8,7,0,0,0,0,0
BA1652,BL,7,1,1380,7,0,0,0,0,0,1
BA1652,BL,7,1,1547,7,0,0,1,0,0,0
BA1652,BL,7,1,1574,7,0,0,0,0,1,0
BA1652,BL,7,1,2269,7,0,0,1,0,0,0
BA1652,BL,7,1,2289,7,0,0,0,0,1,0
BA1652,BL,7,1,2396,7,8,2,0,1,0,0
BA1652,BL,7,1,2406,8,9,0,0,0,0,0
BA1652,BL,7,1,2416,9,10,0,0,0,0,0
BA1652,BL,7,1,2428,10,0,0,0,0,0,1
BA1652,BL,7,1,2491,10,2,0,0,0,0,0
BA1652,BL,7,1,2492,2,6,0,0,0,0,0
BA1652,BL,7,1,2522,6,8,2,0,1,0,0
BA1652,BL,7,1,2532,8,7,0,0,0,0,0
BA1652,BL,7,1,2588,7,0,0,0,0,0,1
BA1652,BL,7,1,2699,7,8,2,0,1,0,0
BA1652,BL,7,1,2709,8,9,0,0,0,0,0
BA1652,BL,7,1,2719,9,10,0,0,0,0,0
BA1652,BL,7,1,2726,10,0,0,0,0,0,1
BA1652,BL,7,1,2794,10,2,0,0,0,0,0
BA1652,BL,7,1,2795,2,3,0,0,0,0,0
BA1652,BL,7,1,2833,3,0,0,0,1,0,0
BA1652,BL,7,1,2866,3,0,0,0,0,0,1
BA1652,BL,7,1,2899,3,5,1,1,0,0,0
BA1652,BL,7,1,2909,5,4,0,0,0,0,0
BA1652,BL,7,1,2918,4,0,0,0,0,1,0
BA1652,BL,7,1,2982,4,5,1,1,0,0,0
BA1652,BL,7,1,2992,5,9,0,0,0,0,0
BA1652,BL,7,1,3001,9,0,0,0,0,1,0
BA1652,BL,7,1,3002,9,10,0,0,0,0,0
BA1652,BL,7,1,3077,10,2,0,0,0,0,0
BA1652,BL,7,1,3078,2,3,0,0,0,0,0
BA1652,BL,7,1,3258,3,5,1,1,0,0,0
BA1652,BL,7,1,3268,5,4,0,0,0,0,0
