Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1651,EF,6,1,0,0,1,0,0,0,0,0
BA1651,EF,6,1,50,1,2,0,0,0,0,0
BA1651,EF,6,1,51,2,6,0,0,0,0,0
BA1651,EF,6,1,1531,6,8,2,0,1,0,0
BA1651,EF,6,1,1541,8,9,0,0,0,0,0
BA1651,EF,6,1,1551,9,10,0,0,0,0,0
BA1651,EF,6,1,1554,10,0,0,0,0,0,1
BA1651,EF,6,1,1601,10,2,0,0,0,0,0
BA1651,EF,6,1,1602,2,6,0,0,0,0,0
BA1651,EF,6,1,1804,6,8,2,0,1,0,0
BA1651,EF,6,1,1814,8,9,0,0,0,0,0
BA1651,EF,6,1,1824,9,10,0,0,0,0,1
BA1651,EF,6,1,1874,10,2,0,0,0,0,0
BA1651,EF,6,1,1875,2,6,0,0,0,0,0
BA1651,EF,6,1,1963,6,8,2,0,1,0,0
BA1651,EF,6,1,1973,8,9,0,0,0,0,0
BA1651,EF,6,1,1983,9,10,0,0,0,0,0
BA1651,EF,6,1,1986,10,0,0,0,0,0,1
BA1651,EF,6,1,2033,10,2,0,0,0,0,0
BA1651,EF,6,1,2034,2,3,0,0,0,0,0
BA1651,EF,6,1,2231,3,0,0,0,1,0,0
BA1651,EF,6,1,2232,3,0,0,0,0,0,1
BA1651,EF,6,1,2236,3,0,0,0,1,0,0
BA1651,EF,6,1,2263,3,0,0,0,0,0,1
BA1651,EF,6,1,2404,3,5,1,1,0,0,0
BA1651,EF,6,1,2414,5,9,0,0,0,0,0
BA1651,EF,6,1,2424,9,10,0,0,0,0,0
BA1651,EF,6,1,2431,10,0,0,0,0,1,0
BA1651,EF,6,1,2474,10,2,0,0,0,0,0
BA1651,EF,6,1,2475,2,6,0,0,0,0,0
BA1651,EF,6,1,2568,6,0,0,1,0,0,0
BA1651,EF,6,1,2632,6,0,0,0,0,1,0
BA1651,EF,6,1,2666,6,0,0,1,0,0,0
BA1651,EF,6,1,2693,6,0,0,0,0,1,0
BA1651,EF,6,1,2785,6,8,2,0,1,0,0
BA1651,EF,6,1,2795,8,9,0,0,0,0,0
BA1651,EF,6,1,2805,9,10,0,0,0,0,0
BA1651,EF,6,1,2809,10,0,0,0,0,0,1
BA1651,EF,6,1,2855,10,2,0,0,0,0,0
BA1651,EF,6,1,2856,2,6,0,0,0,0,0
BA1651,EF,6,1,2959,6,0,0,1,0,0,0
BA1651,EF,6,1,2979,6,0,0,0,0,1,0
BA1651,EF,6,1,3055,6,8,2,0,1,0,0
BA1651,EF,6,1,3065,8,9,0,0,0,0,0
BA1651,EF,6,1,3074,9,0,0,0,0,0,1
BA1651,EF,6,1,3075,9,10,0,0,0,0,0
BA1651,EF,6,1,3125,10,2,0,0,0,0,0
BA1651,EF,6,1,3126,2,3,0,0,0,0,0
BA1651,EF,6,1,3253,3,0,0,0,1,0,0
BA1651,EF,6,1,3273,3,0,0,0,0,0,1
BA1651,EF,6,1,3300,3,0,0,0,1,0,0
BA1651,EF,6,1,3301,3,0,0,0,0,0,1
BA1651,EF,6,1,3303,3,0,0,0,1,0,0
BA1651,EF,6,1,3310,3,0,0,0,0,0,1
BA1651,EF,6,1,3348,3,0,0,0,1,0,0
BA1651,EF,6,1,3363,3,0,0,0,0,0,1
BA1651,EF,6,1,3377,3,0,0,0,1,0,0
BA1651,EF,6,1,3432,3,0,0,0,0,0,1
BA1651,EF,6,1,3439,3,0,0,0,1,0,0
BA1651,EF,6,1,3453,3,0,0,0,0,0,1
BA1651,EF,6,1,3610,3,5,1,1,0,0,0
BA1651,EF,6,1,3617,5,0,0,0,0,1,0
BA1651,EF,6,1,3620,5,9,0,0,0,0,0
BA1651,EF,6,1,3630,9,10,0,0,0,0,0
BA1651,EF,6,1,3680,10,2,0,0,0,0,0
BA1651,EF,6,1,3681,2,6,0,0,0,0,0
BA1651,EF,6,1,3741,6,0,0,1,0,0,0
BA1651,EF,6,1,3749,6,0,0,0,0,1,0
BA1651,EF,6,1,3888,6,8,2,0,1,0,0
BA1651,EF,6,1,3898,8,9,0,0,0,0,0
BA1651,EF,6,1,3908,9,10,0,0,0,0,0
BA1651,EF,6,1,3918,10,0,0,0,0,0,1
BA1651,EF,6,1,3958,10,2,0,0,0,0,0
BA1651,EF,6,1,3959,2,6,0,0,0,0,0
BA1651,EF,6,1,4047,6,8,2,0,1,0,0
BA1651,EF,6,1,4057,8,9,0,0,0,0,0
BA1651,EF,6,1,4067,9,10,0,0,0,0,0
BA1651,EF,6,1,4069,10,0,0,0,0,0,1
BA1651,EF,6,1,4117,10,2,0,0,0,0,0
BA1651,EF,6,1,4118,2,3,0,0,0,0,0
BA1651,EF,6,1,4277,3,0,0,0,1,0,0
BA1651,EF,6,1,4300,3,0,0,0,0,0,1
BA1651,EF,6,1,4396,3,0,0,0,1,0,0
BA1651,EF,6,1,4413,3,0,0,0,0,0,1
BA1651,EF,6,1,4510,3,5,1,1,0,0,0
BA1651,EF,6,1,4520,5,9,0,0,0,0,0
BA1651,EF,6,1,4530,9,10,0,0,0,0,0
BA1651,EF,6,1,4533,10,0,0,0,0,1,0
BA1651,EF,6,1,4580,10,2,0,0,0,0,0
BA1651,EF,6,1,4581,2,3,0,0,0,0,0
BA1651,EF,6,1,4859,3,5,1,1,0,0,0
BA1651,EF,6,1,4869,5,9,0,0,0,0,0
BA1651,EF,6,1,4879,9,-1,0,0,0,0,0
