Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1652,EF,7,1,0,0,1,0,0,0,0,0
BA1652,EF,7,1,50,1,2,0,0,0,0,0
BA1652,EF,7,1,51,2,3,0,0,0,0,0
BA1652,EF,7,1,510,3,5,1,1,0,0,0
BA1652,EF,7,1,513,5,0,0,0,0,1,0
BA1652,EF,7,1,517,5,0,0,1,0,0,0
BA1652,EF,7,1,520,5,4,0,0,0,0,0
BA1652,EF,7,1,548,4,0,0,0,0,1,0
BA1652,EF,7,1,791,4,0,0,0,1,0,0
BA1652,EF,7,1,856,4,0,0,0,0,0,1
BA1652,EF,7,1,857,4,0,0,0,1,0,0
BA1652,EF,7,1,861,4,0,0,0,0,0,1
BA1652,EF,7,1,1237,4,5,1,1,0,0,0
BA1652,EF,7,1,1247,5,9,0,0,0,0,0
BA1652,EF,7,1,1253,9,0,0,0,0,1,0
BA1652,EF,7,1,1257,9,10,0,0,0,0,0
BA1652,EF,7,1,1332,10,2,0,0,0,0,0
BA1652,EF,7,1,1333,2,6,0,0,0,0,0
BA1652,EF,7,1,1401,6,0,0,1,0,0,0
BA1652,EF,7,1,1403,6,0,0,0,0,1,0
BA1652,EF,7,1,1405,6,0,0,1,0,0,0
BA1652,EF,7,1,1407,6,0,0,0,0,1,0
BA1652,EF,7,1,1411,6,0,0,1,0,0,0
BA1652,EF,7,1,1415,6,0,0,0,0,1,0
BA1652,EF,7,1,1525,6,8,2,0,1,0,0
BA1652,EF,7,1,1535,8,7,0,0,0,0,0
BA1652,EF,7,1,1540,7,0,0,0,0,0,1
BA1652,EF,7,1,1544,7,8,2,0,1,0,0
BA1652,EF,7,1,1554,8,9,0,0,0,0,0
BA1652,EF,7,1,1562,9,0,0,0,0,0,1
BA1652,EF,7,1,1564,9,10,0,0,0,0,0
BA1652,EF,7,1,1639,10,2,0,0,0,0,0
BA1652,EF,7,1,1640,2,6,0,0,0,0,0
BA1652,EF,7,1,1722,6,0,0,1,0,0,0
BA1652,EF,7,1,1737,6,0,0,0,0,1,0
BA1652,EF,7,1,1782,6,8,2,0,1,0,0
BA1652,EF,7,1,1792,8,7,0,0,0,0,0
BA1652,EF,7,1,1801,7,0,0,0,0,0,1
BA1652,EF,7,1,1806,7,8,2,0,1,0,0
BA1652,EF,7,1,1816,8,9,0,0,0,0,0
BA1652,EF,7,1,1826,9,10,0,0,0,0,0
BA1652,EF,7,1,1828,10,0,0,0,0,0,1
BA1652,EF,7,1,1901,10,2,0,0,0,0,0
BA1652,EF,7,1,1902,2,6,0,0,0,0,0
BA1652,EF,7,1,1914,6,8,2,0,1,0,0
BA1652,EF,7,1,1923,8,0,0,0,0,0,1
BA1652,EF,7,1,1924,8,7,0,0,0,0,0
BA1652,EF,7,1,1931,7,8,2,0,1,0,0
BA1652,EF,7,1,1933,8,0,0,0,0,0,1
BA1652,EF,7,1,1940,8,0,0,0,1,0,0
BA1652,EF,7,1,1941,8,9,0,0,0,0,0
BA1652,EF,7,1,1951,9,10,0,0,0,0,0
BA1652,EF,7,1,1962,10,0,0,0,0,0,1
