Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1651,EF,1,1,0,0,1,0,0,0,0,0
BA1651,EF,1,1,50,1,2,0,0,0,0,0
BA1651,EF,1,1,51,2,3,0,0,0,0,0
BA1651,EF,1,1,589,3,0,0,0,1,0,0
BA1651,EF,1,1,604,3,0,0,0,0,0,1
BA1651,EF,1,1,608,3,0,0,0,1,0,0
BA1651,EF,1,1,648,3,0,0,0,0,0,1
BA1651,EF,1,1,720,3,5,1,1,0,0,0
BA1651,EF,1,1,730,5,4,0,0,0,0,0
BA1651,EF,1,1,778,4,0,0,0,0,1,0
BA1651,EF,1,1,788,4,5,1,1,0,0,0
BA1651,EF,1,1,798,5,9,0,0,0,0,0
BA1651,EF,1,1,808,9,10,0,0,0,0,0
BA1651,EF,1,1,810,10,0,0,0,0,1,0
BA1651,EF,1,1,883,10,2,0,0,0,0,0
BA1651,EF,1,1,884,2,6,0,0,0,0,0
BA1651,EF,1,1,923,6,0,0,1,0,0,0
BA1651,EF,1,1,963,6,0,0,0,0,1,0
BA1651,EF,1,1,995,6,8,2,0,1,0,0
BA1651,EF,1,1,1005,8,7,0,0,0,0,0
BA1651,EF,1,1,1025,7,0,0,0,0,0,1
BA1651,EF,1,1,1126,7,8,2,0,1,0,0
BA1651,EF,1,1,1136,8,9,0,0,0,0,0
BA1651,EF,1,1,1146,9,10,0,0,0,0,0
BA1651,EF,1,1,1150,10,0,0,0,0,0,1
BA1651,EF,1,1,1221,10,2,0,0,0,0,0
BA1651,EF,1,1,1222,2,6,0,0,0,0,0
BA1651,EF,1,1,1259,6,8,2,0,1,0,0
BA1651,EF,1,1,1269,8,7,0,0,0,0,0
BA1651,EF,1,1,1277,7,0,0,0,0,0,1
BA1651,EF,1,1,1280,7,8,2,0,1,0,0
BA1651,EF,1,1,1290,8,9,0,0,0,0,0
BA1651,EF,1,1,1300,9,10,0,0,0,0,0
BA1651,EF,1,1,1311,10,0,0,0,0,0,1
BA1651,EF,1,1,1375,10,2,0,0,0,0,0
BA1651,EF,1,1,1376,2,6,0,0,0,0,0
BA1651,EF,1,1,1389,6,8,2,0,1,0,0
BA1651,EF,1,1,1399,8,7,0,0,0,0,0
BA1651,EF,1,1,1446,7,0,0,0,0,0,1
BA1651,EF,1,1,1451,7,8,2,0,1,0,0
BA1651,EF,1,1,1461,8,9,0,0,0,0,0
BA1651,EF,1,1,1471,9,10,0,0,0,0,0
BA1651,EF,1,1,1492,10,0,0,0,0,0,1
BA1651,EF,1,1,1546,10,2,0,0,0,0,0
BA1651,EF,1,1,1547,2,3,0,0,0,0,0
BA1651,EF,1,1,1635,3,0,0,0,1,0,0
BA1651,EF,1,1,1700,3,0,0,0,0,0,1
BA1651,EF,1,1,1750,3,5,1,1,0,0,0
BA1651,EF,1,1,1760,5,4,0,0,0,0,0
BA1651,EF,1,1,1772,4,0,0,0,0,1,0
