Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1650,BL,2,1,0,0,1,0,0,0,0,0
BA1650,BL,2,1,50,1,2,0,0,0,0,0
BA1650,BL,2,1,51,2,3,0,0,0,0,0
BA1650,BL,2,1,2531,3,5,1,1,0,0,0
BA1650,BL,2,1,2541,5,9,0,0,0,0,0
BA1650,BL,2,1,2550,9,0,0,0,0,1,0
BA1650,BL,2,1,2551,9,10,0,0,0,0,0
BA1650,BL,2,1,2601,10,2,0,0,0,0,0
BA1650,BL,2,1,2602,2,6,0,0,0,0,0
BA1650,BL,2,1,2846,6,8,2,0,1,0,0
BA1650,BL,2,1,2856,8,9,0,0,0,0,0
BA1650,BL,2,1,2864,9,0,0,0,0,0,1
BA1650,BL,2,1,2866,9,10,0,0,0,0,0
BA1650,BL,2,1,2916,10,2,0,0,0,0,0
BA1650,BL,2,1,2917,2,6,0,0,0,0,0
BA1650,BL,2,1,3075,6,8,2,0,1,0,0
BA1650,BL,2,1,3085,8,9,0,0,0,0,0
BA1650,BL,2,1,3095,9,10,0,0,0,0,0
BA1650,BL,2,1,3103,10,0,0,0,0,0,1
BA1650,BL,2,1,3145,10,2,0,0,0,0,0
BA1650,BL,2,1,3146,2,6,0,0,0,0,0
BA1650,BL,2,1,3245,6,8,2,0,1,0,0
BA1650,BL,2,1,3255,8,9,0,0,0,0,0
BA1650,BL,2,1,3265,9,10,0,0,0,0,0
BA1650,BL,2,1,3276,10,0,0,0,0,0,1
BA1650,BL,2,1,3315,10,2,0,0,0,0,0
BA1650,BL,2,1,3316,2,3,0,0,0,0,0
BA1650,BL,2,1,3423,3,5,1,1,0,0,0
BA1650,BL,2,1,3433,5,9,0,0,0,0,0
BA1650,BL,2,1,3441,9,0,0,0,0,1,0
BA1650,BL,2,1,3443,9,10,0,0,0,0,0
BA1650,BL,2,1,3493,10,2,0,0,0,0,0
BA1650,BL,2,1,3494,2,3,0,0,0,0,0
BA1650,BL,2,1,3594,3,5,1,1,0,0,0
BA1650,BL,2,1,3604,5,9,0,0,0,0,0
BA1650,BL,2,1,3613,9,0,0,0,0,1,0
BA1650,BL,2,1,3614,9,10,0,0,0,0,0
BA1650,BL,2,1,3664,10,2,0,0,0,0,0
BA1650,BL,2,1,3665,2,6,0,0,0,0,0
BA1650,BL,2,1,3758,6,8,2,0,1,0,0
BA1650,BL,2,1,3768,8,9,0,0,0,0,0
BA1650,BL,2,1,3778,9,10,0,0,0,0,0
BA1650,BL,2,1,3779,10,0,0,0,0,0,1
BA1650,BL,2,1,3828,10,2,0,0,0,0,0
BA1650,BL,2,1,3829,2,6,0,0,0,0,0
BA1650,BL,2,1,3941,6,8,2,0,1,0,0
BA1650,BL,2,1,3951,8,9,0,0,0,0,0
BA1650,BL,2,1,3961,9,10,0,0,0,0,0
BA1650,BL,2,1,3962,10,0,0,0,0,0,1
BA1650,BL,2,1,4011,10,2,0,0,0,0,0
BA1650,BL,2,1,4012,2,6,0,0,0,0,0
BA1650,BL,2,1,4137,6,8,2,0,1,0,0
BA1650,BL,2,1,4147,8,9,0,0,0,0,0
BA1650,BL,2,1,4157,9,10,0,0,0,0,0
BA1650,BL,2,1,4170,10,0,0,0,0,0,1
BA1650,BL,2,1,4207,10,2,0,0,0,0,0
BA1650,BL,2,1,4208,2,3,0,0,0,0,0
BA1650,BL,2,1,4349,3,5,1,1,0,0,0
BA1650,BL,2,1,4359,5,9,0,0,0,0,0
BA1650,BL,2,1,4369,9,10,0,0,0,1,0
BA1650,BL,2,1,4419,10,2,0,0,0,0,0
BA1650,BL,2,1,4420,2,6,0,0,0,0,0
BA1650,BL,2,1,4607,6,0,0,1,0,0,0
BA1650,BL,2,1,4643,6,0,0,0,0,1,0
BA1650,BL,2,1,4705,6,8,2,0,1,0,0
BA1650,BL,2,1,4715,8,9,0,0,0,0,0
BA1650,BL,2,1,4720,9,0,0,0,0,0,1
BA1650,BL,2,1,4721,9,0,0,0,1,0,0
BA1650,BL,2,1,4725,9,-1,0,0,0,0,1
