Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1650,BL,1,1,0,0,1,0,0,0,0,0
BA1650,BL,1,1,50,1,2,0,0,0,0,0
BA1650,BL,1,1,51,2,3,0,0,0,0,0
BA1650,BL,1,1,995,3,0,0,0,1,0,0
BA1650,BL,1,1,1021,3,0,0,0,0,0,1
BA1650,BL,1,1,1028,3,0,0,0,1,0,0
BA1650,BL,1,1,1041,3,0,0,0,0,0,1
BA1650,BL,1,1,3403,3,5,1,1,0,0,0
BA1650,BL,1,1,3413,5,4,0,0,0,0,0
BA1650,BL,1,1,3436,4,0,0,0,0,1,0
BA1650,BL,1,1,14705,4,5,1,1,0,0,0
BA1650,BL,1,1,14715,5,9,0,0,0,0,0
BA1650,BL,1,1,14725,9,10,0,0,0,1,0
BA1650,BL,1,1,14800,10,2,0,0,0,0,0
BA1650,BL,1,1,14801,2,6,0,0,0,0,0
BA1650,BL,1,1,15888,6,0,0,1,0,0,0
BA1650,BL,1,1,15913,6,0,0,0,0,1,0
BA1650,BL,1,1,16204,6,0,0,1,0,0,0
BA1650,BL,1,1,16219,6,0,0,0,0,1,0
BA1650,BL,1,1,18596,6,0,0,1,0,0,0
BA1650,BL,1,1,18612,6,0,0,0,0,1,0
BA1650,BL,1,1,18886,6,0,0,1,0,0,0
BA1650,BL,1,1,18918,6,0,0,0,0,1,0
BA1650,BL,1,1,19115,6,0,0,1,0,0,0
BA1650,BL,1,1,19143,6,0,0,0,0,1,0
BA1650,BL,1,1,22218,6,0,0,1,0,0,0
BA1650,BL,1,1,22323,6,0,0,0,0,1,0
BA1650,BL,1,1,22352,6,0,0,1,0,0,0
BA1650,BL,1,1,22365,6,0,0,0,0,1,0
BA1650,BL,1,1,29891,6,0,0,1,0,0,0
BA1650,BL,1,1,29906,6,0,0,0,0,1,0
BA1650,BL,1,1,40536,6,0,0,1,0,0,0
BA1650,BL,1,1,40563,6,0,0,0,0,1,0
BA1650,BL,1,1,42380,6,8,2,0,1,0,0
BA1650,BL,1,1,42390,8,7,0,0,0,0,0
