Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1652,BL,3,1,0,0,1,0,0,0,0,0
BA1652,BL,3,1,50,1,2,0,0,0,0,0
BA1652,BL,3,1,51,2,3,0,0,0,0,0
BA1652,BL,3,1,219,3,5,1,1,0,0,0
BA1652,BL,3,1,229,5,9,0,0,0,0,0
BA1652,BL,3,1,239,9,10,0,0,0,1,0
BA1652,BL,3,1,289,10,2,0,0,0,0,0
BA1652,BL,3,1,290,2,6,0,0,0,0,0
BA1652,BL,3,1,417,6,0,0,1,0,0,0
BA1652,BL,3,1,457,6,0,0,0,0,1,0
BA1652,BL,3,1,464,6,0,0,1,0,0,0
BA1652,BL,3,1,467,6,0,0,0,0,1,0
BA1652,BL,3,1,507,6,8,2,0,1,0,0
BA1652,BL,3,1,517,8,9,0,0,0,0,0
BA1652,BL,3,1,527,9,10,0,0,0,0,0
BA1652,BL,3,1,537,10,0,0,0,0,0,1
BA1652,BL,3,1,577,10,2,0,0,0,0,0
BA1652,BL,3,1,578,2,6,0,0,0,0,0
BA1652,BL,3,1,672,6,8,2,0,1,0,0
BA1652,BL,3,1,682,8,9,0,0,0,0,0
BA1652,BL,3,1,692,9,10,0,0,0,0,0
BA1652,BL,3,1,697,10,0,0,0,0,0,1
BA1652,BL,3,1,703,10,0,0,0,1,0,0
BA1652,BL,3,1,706,10,0,0,0,0,0,1
BA1652,BL,3,1,742,10,2,0,0,0,0,0
BA1652,BL,3,1,743,2,6,0,0,0,0,0
BA1652,BL,3,1,850,6,8,2,0,1,0,0
BA1652,BL,3,1,860,8,9,0,0,0,0,0
BA1652,BL,3,1,870,9,10,0,0,0,0,0
BA1652,BL,3,1,884,10,0,0,0,0,0,1
BA1652,BL,3,1,920,10,2,0,0,0,0,0
BA1652,BL,3,1,921,2,3,0,0,0,0,0
BA1652,BL,3,1,1012,3,0,0,0,1,0,0
BA1652,BL,3,1,1073,3,0,0,0,0,0,1
BA1652,BL,3,1,1115,3,5,1,1,0,0,0
BA1652,BL,3,1,1125,5,9,0,0,0,0,0
BA1652,BL,3,1,1135,9,10,0,0,0,0,0
BA1652,BL,3,1,1136,10,0,0,0,0,1,0
BA1652,BL,3,1,1185,10,2,0,0,0,0,0
BA1652,BL,3,1,1186,2,3,0,0,0,0,0
BA1652,BL,3,1,1245,3,5,1,1,0,0,0
BA1652,BL,3,1,1255,5,9,0,0,0,0,0
BA1652,BL,3,1,1265,9,10,0,0,0,0,0
BA1652,BL,3,1,1267,10,0,0,0,0,1,0
BA1652,BL,3,1,1315,10,2,0,0,0,0,0
BA1652,BL,3,1,1316,2,6,0,0,0,0,0
BA1652,BL,3,1,1453,6,0,0,1,0,0,0
BA1652,BL,3,1,1494,6,0,0,0,0,1,0
BA1652,BL,3,1,1588,6,8,2,0,1,0,0
BA1652,BL,3,1,1598,8,9,0,0,0,0,0
BA1652,BL,3,1,1608,9,10,0,0,0,0,0
BA1652,BL,3,1,1617,10,0,0,0,0,0,1
BA1652,BL,3,1,1658,10,2,0,0,0,0,0
BA1652,BL,3,1,1659,2,6,0,0,0,0,0
BA1652,BL,3,1,1721,6,8,2,0,1,0,0
BA1652,BL,3,1,1731,8,9,0,0,0,0,0
BA1652,BL,3,1,1736,9,0,0,0,0,0,1
BA1652,BL,3,1,1741,9,10,0,0,0,0,0
BA1652,BL,3,1,1791,10,2,0,0,0,0,0
BA1652,BL,3,1,1792,2,6,0,0,0,0,0
BA1652,BL,3,1,1855,6,8,2,0,1,0,0
BA1652,BL,3,1,1865,8,9,0,0,0,0,0
BA1652,BL,3,1,1875,9,10,0,0,0,0,0
BA1652,BL,3,1,1882,10,0,0,0,0,0,1
BA1652,BL,3,1,1925,10,2,0,0,0,0,0
BA1652,BL,3,1,1926,2,3,0,0,0,0,0
BA1652,BL,3,1,2015,3,5,1,1,0,0,0
BA1652,BL,3,1,2025,5,9,0,0,0,0,0
BA1652,BL,3,1,2035,9,10,0,0,0,0,0
BA1652,BL,3,1,2039,10,0,0,0,0,1,0
BA1652,BL,3,1,2085,10,2,0,0,0,0,0
BA1652,BL,3,1,2086,2,6,0,0,0,0,0
BA1652,BL,3,1,2183,6,0,0,1,0,0,0
BA1652,BL,3,1,2217,6,0,0,0,0,1,0
BA1652,BL,3,1,2275,6,8,2,0,1,0,0
BA1652,BL,3,1,2285,8,9,0,0,0,0,0
BA1652,BL,3,1,2295,9,-1,0,0,0,0,0
