Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1652,EF,8,1,0,0,1,0,0,0,0,0
BA1652,EF,8,1,50,1,2,0,0,0,0,0
BA1652,EF,8,1,51,2,6,0,0,0,0,0
BA1652,EF,8,1,1054,6,8,2,0,1,0,0
BA1652,EF,8,1,1064,8,9,0,0,0,0,0
BA1652,EF,8,1,1074,9,10,0,0,0,0,1
BA1652,EF,8,1,1149,10,2,0,0,0,0,0
BA1652,EF,8,1,1150,2,6,0,0,0,0,0
BA1652,EF,8,1,1498,6,0,0,1,0,0,0
BA1652,EF,8,1,1508,6,0,0,0,0,1,0
BA1652,EF,8,1,2024,6,0,0,1,0,0,0
BA1652,EF,8,1,2027,6,0,0,0,0,1,0
BA1652,EF,8,1,2450,6,0,0,1,0,0,0
BA1652,EF,8,1,2453,6,0,0,0,0,1,0
BA1652,EF,8,1,2579,6,0,0,1,0,0,0
BA1652,EF,8,1,2597,6,0,0,0,0,1,0
BA1652,EF,8,1,2832,6,8,2,0,1,0,0
BA1652,EF,8,1,2842,8,9,0,0,0,0,0
BA1652,EF,8,1,2852,9,10,0,0,0,0,1
BA1652,EF,8,1,2927,10,2,0,0,0,0,0
BA1652,EF,8,1,2928,2,6,0,0,0,0,0
BA1652,EF,8,1,3021,6,8,2,0,1,0,0
BA1652,EF,8,1,3031,8,9,0,0,0,0,0
BA1652,EF,8,1,3040,9,0,0,0,0,0,1
BA1652,EF,8,1,3041,9,10,0,0,0,0,0
BA1652,EF,8,1,3116,10,2,0,0,0,0,0
BA1652,EF,8,1,3117,2,3,0,0,0,0,0
BA1652,EF,8,1,3219,3,5,1,1,0,0,0
BA1652,EF,8,1,3228,5,0,0,0,0,1,0
BA1652,EF,8,1,3229,5,9,0,0,0,0,0
BA1652,EF,8,1,3239,9,10,0,0,0,0,0
BA1652,EF,8,1,3314,10,2,0,0,0,0,0
BA1652,EF,8,1,3315,2,6,0,0,0,0,0
BA1652,EF,8,1,3579,6,8,2,0,1,0,0
BA1652,EF,8,1,3589,8,9,0,0,0,0,0
BA1652,EF,8,1,3599,9,10,0,0,0,0,0
BA1652,EF,8,1,3603,10,0,0,0,0,0,1
BA1652,EF,8,1,3674,10,2,0,0,0,0,0
BA1652,EF,8,1,3675,2,6,0,0,0,0,0
BA1652,EF,8,1,3763,6,8,2,0,1,0,0
BA1652,EF,8,1,3773,8,9,0,0,0,0,0
BA1652,EF,8,1,3783,9,10,0,0,0,0,0
BA1652,EF,8,1,3798,10,0,0,0,0,0,1
BA1652,EF,8,1,3858,10,2,0,0,0,0,0
BA1652,EF,8,1,3859,2,3,0,0,0,0,0
BA1652,EF,8,1,4113,3,0,0,0,1,0,0
BA1652,EF,8,1,4162,3,0,0,0,0,0,1
BA1652,EF,8,1,4358,3,0,0,0,1,0,0
BA1652,EF,8,1,4427,3,0,0,0,0,0,1
