Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1650,BL,3,1,0,0,1,0,0,0,0,0
BA1650,BL,3,1,50,1,2,0,0,0,0,0
BA1650,BL,3,1,51,2,3,0,0,0,0,0
BA1650,BL,3,1,185,3,5,1,1,0,0,0
BA1650,BL,3,1,187,5,0,0,0,0,1,0
BA1650,BL,3,1,195,5,4,0,0,0,0,0
BA1650,BL,3,1,282,4,5,1,1,0,0,0
BA1650,BL,3,1,284,5,0,0,0,0,1,0
BA1650,BL,3,1,292,5,9,0,0,0,0,0
BA1650,BL,3,1,302,9,10,0,0,0,0,0
BA1650,BL,3,1,377,10,2,0,0,0,0,0
BA1650,BL,3,1,378,2,6,0,0,0,0,0
BA1650,BL,3,1,489,6,8,2,0,1,0,0
BA1650,BL,3,1,499,8,7,0,0,0,0,0
BA1650,BL,3,1,508,7,0,0,0,0,0,1
BA1650,BL,3,1,548,7,8,2,0,1,0,0
BA1650,BL,3,1,558,8,9,0,0,0,0,0
BA1650,BL,3,1,568,9,10,0,0,0,0,0
BA1650,BL,3,1,574,10,0,0,0,0,0,1
BA1650,BL,3,1,643,10,2,0,0,0,0,0
BA1650,BL,3,1,644,2,6,0,0,0,0,0
BA1650,BL,3,1,672,6,8,2,0,1,0,0
BA1650,BL,3,1,682,8,7,0,0,0,0,0
BA1650,BL,3,1,704,7,0,0,0,0,0,1
BA1650,BL,3,1,705,7,8,2,0,1,0,0
BA1650,BL,3,1,715,8,9,0,0,0,0,0
BA1650,BL,3,1,717,9,0,0,0,0,0,1
BA1650,BL,3,1,723,9,0,0,0,1,0,0
BA1650,BL,3,1,725,9,10,0,0,0,0,0
BA1650,BL,3,1,735,10,0,0,0,0,0,1
BA1650,BL,3,1,800,10,2,0,0,0,0,0
BA1650,BL,3,1,801,2,6,0,0,0,0,0
BA1650,BL,3,1,822,6,8,2,0,1,0,0
BA1650,BL,3,1,832,8,7,0,0,0,0,0
BA1650,BL,3,1,838,7,0,0,0,0,0,1
BA1650,BL,3,1,843,7,8,2,0,1,0,0
BA1650,BL,3,1,853,8,9,0,0,0,0,0
BA1650,BL,3,1,854,9,0,0,0,0,0,1
BA1650,BL,3,1,856,9,0,0,0,1,0,0
BA1650,BL,3,1,863,9,10,0,0,0,0,0
BA1650,BL,3,1,876,10,0,0,0,0,0,1
BA1650,BL,3,1,938,10,2,0,0,0,0,0
BA1650,BL,3,1,939,2,3,0,0,0,0,0
BA1650,BL,3,1,1003,3,5,1,1,0,0,0
BA1650,BL,3,1,1013,5,4,0,0,0,0,0
BA1650,BL,3,1,1023,4,0,0,0,0,1,0
BA1650,BL,3,1,1025,4,5,1,1,0,0,0
BA1650,BL,3,1,1029,5,0,0,0,0,1,0
BA1650,BL,3,1,1035,5,9,0,0,0,0,0
BA1650,BL,3,1,1045,9,10,0,0,0,0,0
BA1650,BL,3,1,1120,10,2,0,0,0,0,0
BA1650,BL,3,1,1121,2,3,0,0,0,0,0
BA1650,BL,3,1,1184,3,5,1,1,0,0,0
BA1650,BL,3,1,1194,5,4,0,0,0,0,0
BA1650,BL,3,1,1218,4,0,0,0,0,1,0
