Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1650,EF,1,1,0,0,1,0,0,0,0,0
BA1650,EF,1,1,50,1,2,0,0,0,0,0
BA1650,EF,1,1,51,2,3,0,0,0,0,0
BA1650,EF,1,1,395,3,5,1,1,0,0,0
BA1650,EF,1,1,405,5,4,0,0,0,0,0
BA1650,EF,1,1,412,4,0,0,0,0,1,0
BA1650,EF,1,1,488,4,0,0,0,1,0,0
BA1650,EF,1,1,524,4,0,0,0,0,0,1
BA1650,EF,1,1,525,4,0,0,0,1,0,0
BA1650,EF,1,1,572,4,0,0,0,0,0,1
BA1650,EF,1,1,575,4,0,0,0,1,0,0
BA1650,EF,1,1,581,4,0,0,0,0,0,1
BA1650,EF,1,1,649,4,5,1,1,0,0,0
BA1650,EF,1,1,659,5,9,0,0,0,0,0
BA1650,EF,1,1,667,9,0,0,0,0,1,0
BA1650,EF,1,1,669,9,10,0,0,0,0,0
BA1650,EF,1,1,744,10,2,0,0,0,0,0
BA1650,EF,1,1,745,2,6,0,0,0,0,0
BA1650,EF,1,1,780,6,8,2,0,1,0,0
BA1650,EF,1,1,790,8,7,0,0,0,0,0
BA1650,EF,1,1,811,7,0,0,0,0,0,1
BA1650,EF,1,1,859,7,8,2,0,1,0,0
BA1650,EF,1,1,869,8,9,0,0,0,0,0
BA1650,EF,1,1,879,9,10,0,0,0,0,0
BA1650,EF,1,1,897,10,0,0,0,0,0,1
BA1650,EF,1,1,954,10,2,0,0,0,0,0
BA1650,EF,1,1,955,2,6,0,0,0,0,0
BA1650,EF,1,1,984,6,8,2,0,1,0,0
BA1650,EF,1,1,994,8,7,0,0,0,0,0
BA1650,EF,1,1,1030,7,0,0,0,0,0,1
BA1650,EF,1,1,1106,7,8,2,0,1,0,0
BA1650,EF,1,1,1116,8,9,0,0,0,0,0
BA1650,EF,1,1,1126,9,10,0,0,0,0,0
BA1650,EF,1,1,1134,10,0,0,0,0,0,1
BA1650,EF,1,1,1201,10,2,0,0,0,0,0
BA1650,EF,1,1,1202,2,6,0,0,0,0,0
BA1650,EF,1,1,1234,6,8,2,0,1,0,0
BA1650,EF,1,1,1244,8,7,0,0,0,0,0
BA1650,EF,1,1,1349,7,0,0,0,0,0,1
BA1650,EF,1,1,1448,7,0,0,1,0,0,0
BA1650,EF,1,1,1486,7,0,0,0,0,1,0
BA1650,EF,1,1,1490,7,0,0,1,0,0,0
BA1650,EF,1,1,1537,7,0,0,0,0,1,0
BA1650,EF,1,1,1843,7,8,2,0,1,0,0
BA1650,EF,1,1,1853,8,9,0,0,0,0,0
BA1650,EF,1,1,1863,9,10,0,0,0,0,0
BA1650,EF,1,1,1867,10,0,0,0,0,0,1
BA1650,EF,1,1,1938,10,2,0,0,0,0,0
