Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1653,EF,7,1,0,0,1,0,0,0,0,0
BA1653,EF,7,1,50,1,2,0,0,0,0,0
BA1653,EF,7,1,51,2,3,0,0,0,0,0
BA1653,EF,7,1,2853,3,5,1,1,0,0,0
BA1653,EF,7,1,2863,5,4,0,0,0,0,0
BA1653,EF,7,1,2890,4,0,0,0,0,1,0
BA1653,EF,7,1,3987,4,5,1,1,0,0,0
BA1653,EF,7,1,3997,5,9,0,0,0,0,0
BA1653,EF,7,1,4007,9,10,0,0,0,1,0
BA1653,EF,7,1,4082,10,2,0,0,0,0,0
BA1653,EF,7,1,4083,2,6,0,0,0,0,0
BA1653,EF,7,1,4161,6,8,2,0,1,0,0
BA1653,EF,7,1,4171,8,7,0,0,0,0,0
BA1653,EF,7,1,4188,7,0,0,0,0,0,1
BA1653,EF,7,1,4283,7,0,0,1,0,0,0
BA1653,EF,7,1,4304,7,0,0,0,0,1,0
BA1653,EF,7,1,4379,7,8,2,0,1,0,0
BA1653,EF,7,1,4389,8,9,0,0,0,0,0
BA1653,EF,7,1,4398,9,0,0,0,0,0,1
BA1653,EF,7,1,4399,9,10,0,0,0,0,0
BA1653,EF,7,1,4474,10,2,0,0,0,0,0
BA1653,EF,7,1,4475,2,6,0,0,0,0,0
BA1653,EF,7,1,4607,6,8,2,0,1,0,0
BA1653,EF,7,1,4617,8,7,0,0,0,0,1
BA1653,EF,7,1,4620,7,8,2,0,1,0,0
BA1653,EF,7,1,4630,8,9,0,0,0,0,0
BA1653,EF,7,1,4636,9,0,0,0,0,0,1
BA1653,EF,7,1,4640,9,10,0,0,0,0,0
BA1653,EF,7,1,4715,10,2,0,0,0,0,0
BA1653,EF,7,1,4716,2,6,0,0,0,0,0
BA1653,EF,7,1,4778,6,8,2,0,1,0,0
BA1653,EF,7,1,4788,8,7,0,0,0,0,0
BA1653,EF,7,1,4796,7,0,0,0,0,0,1
BA1653,EF,7,1,4876,7,0,0,1,0,0,0
BA1653,EF,7,1,4900,7,0,0,0,0,1,0
BA1653,EF,7,1,4926,7,8,2,0,1,0,0
BA1653,EF,7,1,4936,8,9,0,0,0,0,0
BA1653,EF,7,1,4946,9,10,0,0,0,0,0
BA1653,EF,7,1,4953,10,0,0,0,0,0,1
BA1653,EF,7,1,5021,10,2,0,0,0,0,0
BA1653,EF,7,1,5022,2,3,0,0,0,0,0
BA1653,EF,7,1,5103,3,5,1,1,0,0,0
BA1653,EF,7,1,5113,5,4,0,0,0,0,0
BA1653,EF,7,1,5146,4,0,0,0,0,1,0
BA1653,EF,7,1,5171,4,0,0,0,1,0,0
BA1653,EF,7,1,5202,4,0,0,0,0,0,1
