Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1650,BL,6,1,0,0,1,0,0,0,0,0
BA1650,BL,6,1,50,1,2,0,0,0,0,0
BA1650,BL,6,1,51,2,6,0,0,0,0,0
BA1650,BL,6,1,129,6,8,2,0,1,0,0
BA1650,BL,6,1,139,8,9,0,0,0,0,0
BA1650,BL,6,1,149,9,10,0,0,0,0,1
BA1650,BL,6,1,199,10,2,0,0,0,0,0
BA1650,BL,6,1,200,2,6,0,0,0,0,0
BA1650,BL,6,1,737,6,0,0,1,0,0,0
BA1650,BL,6,1,739,6,0,0,0,0,1,0
BA1650,BL,6,1,825,6,8,2,0,1,0,0
BA1650,BL,6,1,835,8,9,0,0,0,0,0
BA1650,BL,6,1,845,9,10,0,0,0,0,1
BA1650,BL,6,1,895,10,2,0,0,0,0,0
BA1650,BL,6,1,896,2,6,0,0,0,0,0
BA1650,BL,6,1,1082,6,8,2,0,1,0,0
BA1650,BL,6,1,1092,8,9,0,0,0,0,0
BA1650,BL,6,1,1099,9,0,0,0,0,0,1
BA1650,BL,6,1,1102,9,10,0,0,0,0,0
BA1650,BL,6,1,1152,10,2,0,0,0,0,0
BA1650,BL,6,1,1153,2,3,0,0,0,0,0
BA1650,BL,6,1,1551,3,5,1,1,0,0,0
BA1650,BL,6,1,1561,5,9,0,0,0,0,0
BA1650,BL,6,1,1571,9,10,0,0,0,1,0
BA1650,BL,6,1,1621,10,2,0,0,0,0,0
BA1650,BL,6,1,1622,2,6,0,0,0,0,0
BA1650,BL,6,1,1798,6,8,2,0,1,0,0
BA1650,BL,6,1,1808,8,9,0,0,0,0,0
BA1650,BL,6,1,1818,9,10,0,0,0,0,0
BA1650,BL,6,1,1819,10,0,0,0,0,0,1
BA1650,BL,6,1,1868,10,2,0,0,0,0,0
BA1650,BL,6,1,1869,2,6,0,0,0,0,0
BA1650,BL,6,1,2283,6,8,2,0,1,0,0
BA1650,BL,6,1,2293,8,9,0,0,0,0,0
BA1650,BL,6,1,2303,9,10,0,0,0,0,0
BA1650,BL,6,1,2305,10,0,0,0,0,0,1
BA1650,BL,6,1,2353,10,2,0,0,0,0,0
BA1650,BL,6,1,2354,2,3,0,0,0,0,0
BA1650,BL,6,1,2699,3,5,1,1,0,0,0
BA1650,BL,6,1,2709,5,9,0,0,0,0,0
BA1650,BL,6,1,2716,9,0,0,0,0,1,0
BA1650,BL,6,1,2719,9,10,0,0,0,0,0
BA1650,BL,6,1,2769,10,2,0,0,0,0,0
BA1650,BL,6,1,2770,2,6,0,0,0,0,0
BA1650,BL,6,1,2938,6,8,2,0,1,0,0
BA1650,BL,6,1,2948,8,9,0,0,0,0,0
BA1650,BL,6,1,2958,9,10,0,0,0,0,0
BA1650,BL,6,1,2959,10,0,0,0,0,0,1
BA1650,BL,6,1,3008,10,2,0,0,0,0,0
BA1650,BL,6,1,3009,2,6,0,0,0,0,0
BA1650,BL,6,1,3145,6,8,2,0,1,0,0
BA1650,BL,6,1,3155,8,9,0,0,0,0,0
BA1650,BL,6,1,3165,9,10,0,0,0,0,0
BA1650,BL,6,1,3172,10,0,0,0,0,0,1
BA1650,BL,6,1,3215,10,2,0,0,0,0,0
BA1650,BL,6,1,3216,2,3,0,0,0,0,0
BA1650,BL,6,1,3359,3,5,1,1,0,0,0
BA1650,BL,6,1,3369,5,9,0,0,0,0,0
BA1650,BL,6,1,3376,9,0,0,0,0,1,0
BA1650,BL,6,1,3379,9,10,0,0,0,0,0
BA1650,BL,6,1,3429,10,2,0,0,0,0,0
BA1650,BL,6,1,3430,2,3,0,0,0,0,0
BA1650,BL,6,1,3758,3,0,0,0,1,0,0
BA1650,BL,6,1,3815,3,0,0,0,0,0,1
BA1650,BL,6,1,4132,3,5,1,1,0,0,0
BA1650,BL,6,1,4142,5,9,0,0,0,0,0
BA1650,BL,6,1,4144,9,0,0,0,0,1,0
BA1650,BL,6,1,4152,9,-1,0,0,0,0,0
