Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1651,BL,1,1,2983,3,5,1,1,0,0,0
BA1651,BL,1,1,2993,5,4,0,0,0,0,0
BA1651,BL,1,1,2994,4,0,0,0,0,1,0
BA1651,BL,1,1,3050,4,5,1,1,0,0,0
BA1651,BL,1,1,3060,5,9,0,0,0,0,0
BA1651,BL,1,1,3070,9,10,0,0,0,0,0
BA1651,BL,1,1,3072,10,0,0,0,0,1,0
BA1651,BL,1,1,3145,10,2,0,0,0,0,0
BA1651,BL,1,1,3146,2,6,0,0,0,0,0
BA1651,BL,1,1,3176,6,0,0,1,0,0,0
BA1651,BL,1,1,3300,6,0,0,0,0,1,0
BA1651,BL,1,1,3382,6,8,2,0,1,0,0
BA1651,BL,1,1,3390,8,0,0,0,0,0,1
BA1651,BL,1,1,3392,8,7,0,0,0,0,0
BA1651,BL,1,1,3395,7,8,2,0,1,0,0
BA1651,BL,1,1,3402,8,0,0,0,0,0,1
BA1651,BL,1,1,3405,8,9,0,0,0,0,0
BA1651,BL,1,1,3415,9,10,0,0,0,0,0
BA1651,BL,1,1,3490,10,2,0,0,0,0,0
BA1651,BL,1,1,3491,2,6,0,0,0,0,0
BA1651,BL,1,1,3514,6,8,2,0,1,0,0
BA1651,BL,1,1,3524,8,7,0,0,0,0,0
BA1651,BL,1,1,3544,7,0,0,0,0,0,1
BA1651,BL,1,1,3644,7,8,2,0,1,0,0
BA1651,BL,1,1,3654,8,9,0,0,0,0,0
BA1651,BL,1,1,3664,9,10,0,0,0,0,0
BA1651,BL,1,1,3669,10,0,0,0,0,0,1
BA1651,BL,1,1,3739,10,2,0,0,0,0,0
BA1651,BL,1,1,3740,2,6,0,0,0,0,0
BA1651,BL,1,1,3795,6,8,2,0,1,0,0
BA1651,BL,1,1,3805,8,7,0,0,0,0,0
BA1651,BL,1,1,3835,7,0,0,0,0,0,1
BA1651,BL,1,1,3904,7,8,2,0,1,0,0
BA1651,BL,1,1,3914,8,9,0,0,0,0,0
BA1651,BL,1,1,3924,9,10,0,0,0,0,0
BA1651,BL,1,1,3942,10,0,0,0,0,0,1
BA1651,BL,1,1,3999,10,2,0,0,0,0,0
BA1651,BL,1,1,4000,2,3,0,0,0,0,0
BA1651,BL,1,1,4096,3,0,0,0,1,0,0
BA1651,BL,1,1,4161,3,0,0,0,0,0,1
BA1651,BL,1,1,4170,3,0,0,0,1,0,0
BA1651,BL,1,1,4247,3,0,0,0,0,0,1
BA1651,BL,1,1,4308,3,5,1,1,0,0,0
BA1651,BL,1,1,4318,5,4,0,0,0,0,0
BA1651,BL,1,1,4335,4,0,0,0,0,1,0
BA1651,BL,1,1,4350,4,5,1,1,0,0,0
BA1651,BL,1,1,4351,5,0,0,0,0,1,0
BA1651,BL,1,1,4360,5,9,0,1,0,0,0
BA1651,BL,1,1,4370,9,10,0,0,0,0,0
BA1651,BL,1,1,4371,10,0,0,0,0,1,0
BA1651,BL,1,1,4445,10,2,0,0,0,0,0
BA1651,BL,1,1,4446,2,6,0,0,0,0,0
BA1651,BL,1,1,4506,6,8,2,0,1,0,0
BA1651,BL,1,1,4516,8,7,0,0,0,0,0
BA1651,BL,1,1,4523,7,0,0,0,0,0,1
BA1651,BL,1,1,4573,7,8,2,0,1,0,0
BA1651,BL,1,1,4583,8,9,0,0,0,0,0
BA1651,BL,1,1,4593,9,-1,0,0,0,0,0
