Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1651,AG,6,1,0,0,1,0,0,0,0,0
BA1651,AG,6,1,50,1,2,0,0,0,0,0
BA1651,AG,6,1,51,2,6,0,0,0,0,0
BA1651,AG,6,1,67,6,0,0,0,0,1,0
BA1651,AG,6,1,4007,6,0,0,1,0,0,0
BA1651,AG,6,1,4030,6,0,0,0,0,1,0
BA1651,AG,6,1,4097,6,0,0,1,0,0,0
BA1651,AG,6,1,4131,6,0,0,0,0,1,0
BA1651,AG,6,1,6456,6,0,0,1,0,0,0
BA1651,AG,6,1,6480,6,0,0,0,0,1,0
BA1651,AG,6,1,6569,6,0,0,1,0,0,0
BA1651,AG,6,1,6612,6,0,0,0,0,1,0
BA1651,AG,6,1,7106,6,0,0,1,0,0,0
BA1651,AG,6,1,7152,6,0,0,0,0,1,0
BA1651,AG,6,1,7184,6,0,0,1,0,0,0
BA1651,AG,6,1,7251,6,0,0,0,0,1,0
BA1651,AG,6,1,7672,6,0,0,1,0,0,0
BA1651,AG,6,1,7711,6,0,0,0,0,1,0
BA1651,AG,6,1,8114,6,0,0,1,0,0,0
BA1651,AG,6,1,8143,6,0,0,0,0,1,0
BA1651,AG,6,1,8146,6,0,0,1,0,0,0
BA1651,AG,6,1,8173,6,0,0,0,0,1,0
BA1651,AG,6,1,8280,6,0,0,1,0,0,0
BA1651,AG,6,1,8383,6,0,0,0,0,1,0
BA1651,AG,6,1,8403,6,0,0,1,0,0,0
BA1651,AG,6,1,8438,6,0,0,0,0,1,0
BA1651,AG,6,1,8456,6,0,0,1,0,0,0
BA1651,AG,6,1,8562,6,0,0,0,0,1,0
BA1651,AG,6,1,8671,6,0,0,1,0,0,0
BA1651,AG,6,1,8691,6,0,0,0,0,1,0
BA1651,AG,6,1,8738,6,0,0,1,0,0,0
BA1651,AG,6,1,8742,6,0,0,0,0,1,0
BA1651,AG,6,1,9918,6,0,0,1,0,0,0
BA1651,AG,6,1,9935,6,0,0,0,0,1,0
BA1651,AG,6,1,10727,6,0,0,1,0,0,0
BA1651,AG,6,1,10757,6,0,0,0,0,1,0
BA1651,AG,6,1,10782,6,0,0,1,0,0,0
BA1651,AG,6,1,10810,6,0,0,0,0,1,0
BA1651,AG,6,1,10902,6,0,0,1,0,0,0
BA1651,AG,6,1,10938,6,0,0,0,0,1,0
BA1651,AG,6,1,10941,6,0,0,1,0,0,0
BA1651,AG,6,1,10968,6,0,0,0,0,1,0
BA1651,AG,6,1,11157,6,0,0,1,0,0,0
