Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1651,BL,2,1,0,0,1,0,0,0,0,0
BA1651,BL,2,1,50,1,2,0,0,0,0,0
BA1651,BL,2,1,51,2,3,0,0,0,0,0
BA1651,BL,2,1,790,3,5,1,1,0,0,0
BA1651,BL,2,1,800,5,9,0,0,0,0,0
BA1651,BL,2,1,810,9,10,0,0,0,0,0
BA1651,BL,2,1,814,10,0,0,0,0,1,0
BA1651,BL,2,1,860,10,2,0,0,0,0,0
BA1651,BL,2,1,861,2,6,0,0,0,0,0
BA1651,BL,2,1,988,6,0,0,1,0,0,0
BA1651,BL,2,1,1017,6,0,0,0,0,1,0
BA1651,BL,2,1,1297,6,8,2,0,1,0,0
BA1651,BL,2,1,1301,8,0,0,0,0,0,1
BA1651,BL,2,1,1307,8,9,0,0,0,0,0
BA1651,BL,2,1,1317,9,10,0,0,0,0,0
BA1651,BL,2,1,1367,10,2,0,0,0,0,0
BA1651,BL,2,1,1368,2,6,0,0,0,0,0
BA1651,BL,2,1,1736,6,8,2,0,1,0,0
BA1651,BL,2,1,1746,8,9,0,0,0,0,0
BA1651,BL,2,1,1756,9,10,0,0,0,0,0
BA1651,BL,2,1,1765,10,0,0,0,0,0,1
BA1651,BL,2,1,1806,10,2,0,0,0,0,0
BA1651,BL,2,1,1807,2,6,0,0,0,0,0
BA1651,BL,2,1,1860,6,8,2,0,1,0,0
BA1651,BL,2,1,1870,8,9,0,0,0,0,0
BA1651,BL,2,1,1880,9,10,0,0,0,0,0
BA1651,BL,2,1,1883,10,0,0,0,0,0,1
BA1651,BL,2,1,1930,10,2,0,0,0,0,0
BA1651,BL,2,1,1931,2,3,0,0,0,0,0
BA1651,BL,2,1,2026,3,0,0,0,1,0,0
BA1651,BL,2,1,2075,3,0,0,0,0,0,1
BA1651,BL,2,1,2120,3,5,1,1,0,0,0
BA1651,BL,2,1,2130,5,9,0,0,0,0,0
BA1651,BL,2,1,2140,9,10,0,0,0,0,0
BA1651,BL,2,1,2141,10,0,0,0,0,1,0
BA1651,BL,2,1,2190,10,2,0,0,0,0,0
BA1651,BL,2,1,2191,2,3,0,0,0,0,0
BA1651,BL,2,1,2272,3,5,1,1,0,0,0
BA1651,BL,2,1,2282,5,9,0,0,0,0,0
BA1651,BL,2,1,2292,9,10,0,0,0,0,0
BA1651,BL,2,1,2295,10,0,0,0,0,1,0
BA1651,BL,2,1,2342,10,2,0,0,0,0,0
BA1651,BL,2,1,2343,2,6,0,0,0,0,0
BA1651,BL,2,1,2441,6,0,0,1,0,0,0
BA1651,BL,2,1,2461,6,0,0,0,0,1,0
BA1651,BL,2,1,2465,6,0,0,1,0,0,0
BA1651,BL,2,1,2604,6,0,0,0,0,1,0
BA1651,BL,2,1,2640,6,8,2,0,1,0,0
BA1651,BL,2,1,2650,8,9,0,0,0,0,0
BA1651,BL,2,1,2660,9,10,0,0,0,0,0
BA1651,BL,2,1,2676,10,0,0,0,0,0,1
BA1651,BL,2,1,2710,10,2,0,0,0,0,0
BA1651,BL,2,1,2711,2,6,0,0,0,0,0
BA1651,BL,2,1,2788,6,8,2,0,1,0,0
BA1651,BL,2,1,2798,8,9,0,0,0,0,0
BA1651,BL,2,1,2808,9,10,0,0,0,0,0
BA1651,BL,2,1,2815,10,0,0,0,0,0,1
BA1651,BL,2,1,2858,10,2,0,0,0,0,0
BA1651,BL,2,1,2859,2,6,0,0,0,0,0
BA1651,BL,2,1,2947,6,8,2,0,1,0,0
BA1651,BL,2,1,2957,8,9,0,0,0,0,0
BA1651,BL,2,1,2967,9,10,0,0,0,0,0
BA1651,BL,2,1,2986,10,0,0,0,0,0,1
BA1651,BL,2,1,3017,10,2,0,0,0,0,0
BA1651,BL,2,1,3018,2,3,0,0,0,0,0
BA1651,BL,2,1,3188,3,5,1,1,0,0,0
BA1651,BL,2,1,3198,5,9,0,0,0,0,0
BA1651,BL,2,1,3208,9,10,0,0,0,0,0
BA1651,BL,2,1,3211,10,0,0,0,0,1,0
BA1651,BL,2,1,3258,10,2,0,0,0,0,0
BA1651,BL,2,1,3259,2,6,0,0,0,0,0
BA1651,BL,2,1,3292,6,0,0,1,0,0,0
BA1651,BL,2,1,3332,6,0,0,0,0,1,0
BA1651,BL,2,1,3362,6,8,2,0,1,0,0
BA1651,BL,2,1,3372,8,9,0,0,0,0,0
BA1651,BL,2,1,3382,9,-1,0,0,0,0,0
