Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1653,BL,3,1,0,0,1,0,0,0,0,0
BA1653,BL,3,1,22,1,0,0,0,0,0,1
BA1653,BL,3,1,50,1,2,0,0,0,0,0
BA1653,BL,3,1,51,2,3,0,0,0,0,0
BA1653,BL,3,1,3530,3,5,1,1,0,0,0
BA1653,BL,3,1,3540,5,9,0,0,0,0,0
BA1653,BL,3,1,3550,9,10,0,0,0,0,0
BA1653,BL,3,1,3551,10,0,0,0,0,1,0
BA1653,BL,3,1,3600,10,2,0,0,0,0,0
BA1653,BL,3,1,3601,2,6,0,0,0,0,0
BA1653,BL,3,1,3784,6,0,0,1,0,0,0
BA1653,BL,3,1,3830,6,0,0,0,0,1,0
BA1653,BL,3,1,3867,6,8,2,0,1,0,0
BA1653,BL,3,1,3877,8,9,0,0,0,0,0
BA1653,BL,3,1,3885,9,0,0,0,0,0,1
BA1653,BL,3,1,3887,9,10,0,0,0,0,0
BA1653,BL,3,1,3937,10,2,0,0,0,0,0
BA1653,BL,3,1,3938,2,6,0,0,0,0,0
BA1653,BL,3,1,4021,6,8,2,0,1,0,0
BA1653,BL,3,1,4031,8,9,0,0,0,0,0
BA1653,BL,3,1,4041,9,10,0,0,0,0,1
BA1653,BL,3,1,4091,10,2,0,0,0,0,0
BA1653,BL,3,1,4092,2,6,0,0,0,0,0
BA1653,BL,3,1,4187,6,8,2,0,1,0,0
BA1653,BL,3,1,4197,8,9,0,0,0,0,0
BA1653,BL,3,1,4207,9,10,0,0,0,0,0
BA1653,BL,3,1,4210,10,0,0,0,0,0,1
BA1653,BL,3,1,4257,10,2,0,0,0,0,0
BA1653,BL,3,1,4258,2,3,0,0,0,0,0
BA1653,BL,3,1,4485,3,5,1,1,0,0,0
BA1653,BL,3,1,4495,5,9,0,0,0,0,0
BA1653,BL,3,1,4505,9,10,0,0,0,0,0
BA1653,BL,3,1,4507,10,0,0,0,0,1,0
BA1653,BL,3,1,4555,10,2,0,0,0,0,0
BA1653,BL,3,1,4556,2,3,0,0,0,0,0
BA1653,BL,3,1,4635,3,5,1,1,0,0,0
BA1653,BL,3,1,4645,5,9,0,0,0,0,0
BA1653,BL,3,1,4655,9,10,0,0,0,0,0
BA1653,BL,3,1,4657,10,0,0,0,0,1,0
BA1653,BL,3,1,4705,10,2,0,0,0,0,0
BA1653,BL,3,1,4706,2,6,0,0,0,0,0
BA1653,BL,3,1,4778,6,0,0,1,0,0,0
BA1653,BL,3,1,4813,6,0,0,0,0,1,0
BA1653,BL,3,1,4843,6,8,2,0,1,0,0
BA1653,BL,3,1,4853,8,9,0,0,0,0,0
BA1653,BL,3,1,4863,9,10,0,0,0,0,0
BA1653,BL,3,1,4868,10,0,0,0,0,0,1
BA1653,BL,3,1,4913,10,2,0,0,0,0,0
BA1653,BL,3,1,4914,2,6,0,0,0,0,0
BA1653,BL,3,1,4988,6,8,2,0,1,0,0
BA1653,BL,3,1,4998,8,9,0,0,0,0,0
BA1653,BL,3,1,5008,9,10,0,0,0,0,1
BA1653,BL,3,1,5058,10,2,0,0,0,0,0
BA1653,BL,3,1,5059,2,6,0,0,0,0,0
BA1653,BL,3,1,6343,6,8,2,0,1,0,0
BA1653,BL,3,1,6353,8,9,0,0,0,0,0
BA1653,BL,3,1,6363,9,10,0,0,0,0,0
BA1653,BL,3,1,6372,10,0,0,0,0,0,1
BA1653,BL,3,1,6413,10,2,0,0,0,0,0
BA1653,BL,3,1,6414,2,3,0,0,0,0,0
BA1653,BL,3,1,6518,3,5,1,1,0,0,0
BA1653,BL,3,1,6528,5,9,0,0,0,0,0
BA1653,BL,3,1,6538,9,10,0,0,0,0,0
BA1653,BL,3,1,6540,10,0,0,0,0,1,0
BA1653,BL,3,1,6588,10,2,0,0,0,0,0
BA1653,BL,3,1,6589,2,6,0,0,0,0,0
BA1653,BL,3,1,6680,6,8,2,0,1,0,0
BA1653,BL,3,1,6690,8,9,0,0,0,0,0
BA1653,BL,3,1,6700,9,-1,0,0,0,0,0
