Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A[1] ,A[2] 
BA1650,BL,1,1,0,0,1,0,0,0,0,0
BA1650,BL,1,1,50,1,2,0,0,0,0,0
BA1650,BL,1,1,51,2,6,0,0,0,0,0
BA1650,BL,1,1,9156,6,0,0,1,0,0,0
BA1650,BL,1,1,9231,6,0,0,0,0,1,0
BA1650,BL,1,1,9257,6,0,0,1,0,0,0
BA1650,BL,1,1,9384,6,0,0,0,0,1,0
BA1650,BL,1,1,19481,6,8,2,0,1,0,0
BA1650,BL,1,1,19491,8,7,0,0,0,0,0
BA1650,BL,1,1,19507,7,0,0,0,0,0,1
BA1650,BL,1,1,19660,7,8,2,0,1,0,0
BA1650,BL,1,1,19670,8,9,0,0,0,0,0
BA1650,BL,1,1,19679,9,0,0,0,0,0,1
BA1650,BL,1,1,19680,9,10,0,0,0,0,0
BA1650,BL,1,1,19755,10,2,0,0,0,0,0
BA1650,BL,1,1,19756,2,6,0,0,0,0,0
BA1650,BL,1,1,19901,6,0,0,1,0,0,0
BA1650,BL,1,1,19910,6,0,0,0,0,1,0
BA1650,BL,1,1,19916,6,0,0,1,0,0,0
BA1650,BL,1,1,19927,6,0,0,0,0,1,0
BA1650,BL,1,1,20004,6,8,2,0,1,0,0
BA1650,BL,1,1,20014,8,7,0,0,0,0,0
BA1650,BL,1,1,20027,7,0,0,0,0,0,1
BA1650,BL,1,1,20130,7,8,2,0,1,0,0
BA1650,BL,1,1,20140,8,9,0,0,0,0,0
BA1650,BL,1,1,20150,9,10,0,0,0,0,0
BA1650,BL,1,1,20154,10,0,0,0,0,0,1
BA1650,BL,1,1,20225,10,2,0,0,0,0,0
BA1650,BL,1,1,20226,2,6,0,0,0,0,0
BA1650,BL,1,1,20304,6,0,0,1,0,0,0
BA1650,BL,1,1,20338,6,0,0,0,0,1,0
BA1650,BL,1,1,20382,6,8,2,0,1,0,0
BA1650,BL,1,1,20392,8,7,0,0,0,0,0
BA1650,BL,1,1,20410,7,0,0,0,0,0,1
BA1650,BL,1,1,20471,7,8,2,0,1,0,0
